# Data from Fig. 5 in Proppe2021
"lgk_exp","lgk_MPE","u(95)_A","u(95)_B"
7.17897694729317,7.23333790216331,0.23103767310650625,0.18678730516073141
7.719331286983727,7.723865277004619,0.224036119757273,0.15960490475602565
3.0170333392987803,3.0307585704852076,0.2463821797354985,0.2373206854359028
7.595496221825574,7.538810432624436,0.2403909898721302,0.2186681617939207
7.790285164033242,7.90645438220021,0.26742909031058,0.29609616514780285
0.3654879848908996,-0.333549434904098,0.843716881015943,1.3788860928212254
1.2671717284030137,1.5599815347734232,0.5231634432334439,0.8145296662164653
2.951823035315912,3.2086066591436815,0.44438683967821435,0.6687888245430814
3.3483048630481607,3.679304261018563,0.4591563507219822,0.6965398006551777
7.824776462475546,7.229018628571612,0.9881054617208411,1.6269360956951413
1.2855573090077739,1.2461250656430218,0.23557573588140138,0.20275332350595554
3.290034611362518,3.3167576280103246,0.21932534193644462,0.13872866777675963
6.761175813155732,6.765925053020708,0.22593283329820338,0.16734456650499524
7.363611979892144,7.216578729273944,0.293363453089557,0.35995190042559233
-1.7375489102695705,-1.7447532178643044,0.23133909939510797,0.1878820012982719
0.12057393120584989,0.06682744635467655,0.22534308927542598,0.16497234015430956
0.5327543789924978,0.6609770690013789,0.2630619863494129,0.2845618027385093
1.734799829588847,1.681238126123948,0.24614095087685836,0.2365906641608686
-1.186419011431808,-1.3595418754352901,0.5107684016002448,0.7919242280650121
-0.33818731446273875,0.054566384612634626,0.34562981482550287,0.47454546165316386
0.7909884750888159,0.5191222018289733,0.34772231008722154,0.4788906861692465
1.3283796034387378,1.3148923116400921,0.4070107501302055,0.5973569182719027
0.07554696139253074,0.09779817763773097,0.3252949628891723,0.4315046000631785
1.8048206787211623,1.951115857610805,0.3110173419177095,0.400226442087906
3.0791812460476247,2.876506564727853,0.2710525840255726,0.3054627754565682
3.8095597146352675,4.029551214515491,0.29876820519449526,0.37250078405920056
4.004321373782642,3.9219490872026026,0.27626384356658207,0.31864541558220044
1.1553360374650619,1.0824396172725876,0.30502296003189233,0.386773473393873
1.4742162640762553,1.6142276392568167,0.2582827491547693,0.2715917608272207
1.930949031167523,1.9704400266692523,0.25377423676106614,0.2589745482511245
2.0170333392987803,1.8892279129140865,0.25174052401228536,0.25314612357169475
-1.4436974992327127,-1.4677388575207686,0.21911756705437724,0.13774095285849222
-1.2335871528876006,-1.2337132275566658,0.20832644711475284,0.0692360318966348
0.45331834004703764,0.48194497210723003,0.21037648533005965,0.08674795385259242
1.1986570869544226,1.1408399066317816,0.2171456491933095,0.12800901907185347
1.6866362692622934,1.7795414655736967,0.23635754985471674,0.2054025215818319
2.7041505168397992,2.6974745224630685,0.20735134529151822,0.058811066519999726
-1.8096683018297086,-1.7304250639377325,0.21641510668234062,0.12421852945036507
-0.9030899869919435,-1.00549207152157,0.22141781400665142,0.14833363273673278
-0.7144426909922262,-0.7520728738336129,0.2123571127866106,0.10062838458632375
1.0453229787866574,0.9729513917451501,0.21410827066777896,0.1114243257537961
1.5250448070368452,1.6143163014321966,0.21724584753807885,0.1285204836629643
2.2576785748691846,2.17884978088943,0.22858937168685864,0.1776884617290082
3.1492191126553797,3.165904038317255,0.21008618166762463,0.08450936404475708
-1.0856568428805593,-1.1170009848482207,0.20949126592841755,0.0797082119895971
-0.1817741063860445,-0.16435919157953444,0.20774378767087215,0.06325051642962576
1.5477747053878226,1.5721249208613202,0.20821446496187676,0.06813277259836782
2.1789769472931693,2.1920592278729116,0.210005488245993,0.08387565055117498
-0.623423042943488,-0.6361924090263877,0.20802448306843824,0.06621247327438334
0.3222192947339193,0.2963164582105517,0.20773898293796264,0.06319839523353123
2.0530784434834195,2.041766370863879,0.20733986714283076,0.05867512521096369
2.598790506763115,2.6448883792239766,0.2095546678359552,0.08023484719335143
-2.465973893943865,-2.4709223345271987,0.2125180255570402,0.10166934463944406
-0.1972262747080243,-0.20071798589010253,0.2107125355811366,0.08926420681407185
0.37106786227173627,0.4012460996294991,0.21223240193279097,0.09981390676228918
0.6444385894678385,0.7135543492734628,0.2119823187905497,0.09815953251014756
3.1335389083702174,3.055049107792534,0.21309919036806985,0.10534104270733294
4.596597095626461,4.5914167773208545,0.2085025351236442,0.07093132146533843
-3.595166283380062,-3.566909423779485,0.23113630425949452,0.18714608948783282
-1.7189666327522726,-1.7610926935381155,0.2104686924872194,0.0874460955432146
-1.453457336521869,-1.4764949920463717,0.2101588911038559,0.08507600599258447
-1.493494967595128,-1.3991522748272143,0.29619113984174805,0.366543669265524
-0.7644715530924511,-0.7720588106007045,0.20755890551092546,0.06120693429908287
0.4065401804339551,0.43911598610110913,0.20745837763239308,0.060060874820688115
0.9754318085092629,0.989640479308504,0.20934456087636533,0.07847471786926354
1.3521825181113625,1.3266321432914725,0.20762663645410517,0.061964875351878286
3.1172712956557644,3.092103117581415,0.20712630433551557,0.05607209816274277
3.6711728427150834,3.6576672901046776,0.20974790031278373,0.08181702393814852
3.9731278535996988,3.9017756968848314,0.2121289758185754,0.09913318432071745
-0.6695862266508091,-0.6550888953720715,0.2086551749872851,0.07236446269773787
0.3010299956639812,0.30993853820158174,0.20654344589142604,0.048048734037149904
1.4409090820652177,1.4359747882007912,0.20637666785097958,0.045402018578786466
1.8744818176994664,1.9063763094769202,0.20960046105548563,0.08061287318667475
4.079181246047625,4.065820897696966,0.20634357571119052,0.04485104801077406
4.635483746814912,4.693480922791693,0.21377244264041825,0.10943773241329188
-0.28567024025476695,-0.305738332348289,0.20941828337284818,0.07909722323819288
-0.12784372725170717,-0.10336562980971867,0.20838361217401175,0.06979153999440325
0.6394864892685861,0.6517032933890583,0.20710064651656301,0.0557492840249422
1.7427251313046983,1.7508388838166444,0.20689087612744947,0.05301749325242747
2.1398790864012365,2.1959359707418273,0.21092477256107214,0.09081511259083817
2.5809249756756194,2.5834780959762007,0.20842768705189912,0.07021642049626407
4.357934847000454,4.3733759693470375,0.2067785003094226,0.05147810056016779
4.933993163831242,4.9435326793860925,0.21533953267225178,0.11842316149862608
0.31175386105575426,0.4736846324788682,0.22006786596002287,0.14220592573465227
0.8061799739838872,0.6757175272286271,0.22920913299624052,0.1800282431880659
1.4785664955938433,1.4141787642045844,0.21412339162452265,0.1115129365586865
2.4099331233312946,2.453313806069543,0.21214933071734476,0.09926753696563943
2.7331972651065692,2.841945139995795,0.2173340411169288,0.12896905469045414
5.049218022670182,5.059535265261203,0.21126623289894314,0.09325301229899487
5.528916700277655,5.554705775652256,0.22174494394602579,0.1497838026223699
-0.6497519816658371,-0.6718753602509195,0.2128565642584003,0.10382434978044448
1.3364597338485296,1.3323974515455699,0.21342292251932007,0.10733073175786527
1.4533183400470377,1.4729605860404404,0.22543943011582726,0.1653619038629744
3.255272505103306,3.2273484976235114,0.2089515338794789,0.07505929671738719
3.6190933306267428,3.5537828899656554,0.21861388270456433,0.13531840846807291
5.8061799739838875,5.8155962541313295,0.20756371762960155,0.061261152781033244
0.029383777685209667,-0.016067357804144665,0.2179299572958019,0.13196166933965445
2.0530784434834195,2.1234963614965365,0.23599304156698647,0.20417075920711472
2.9237619608287004,2.939834551016204,0.21345177925472442,0.10750627172517084
3.8407332346118066,3.859032685618705,0.21316188234600938,0.10572932935586128
4.235528446907549,4.134744187877279,0.22842627357542644,0.1770683652182129
0.3443922736851107,0.4104532946187713,0.22364951350642256,0.15798625959309007
1.130333768495006,0.9973109743969933,0.3371837850178672,0.4568566464236211
2.568201724066995,2.4891251243400543,0.22822357367120005,0.1762951187790442
2.5428254269591797,2.533206937089501,0.20902490427241516,0.07570990672531591
2.403120521175818,2.536660623579173,0.258252595606202,0.2715086688779804
3.8813846567705728,3.882153846897722,0.22842038425482541,0.17704593957683398
0.8075350280688532,0.8106533212926408,0.21514479046586327,0.11734380119564308
1.0755469613925308,1.0460576856304653,0.22127959074292627,0.14771697460568584
1.8549130223078556,1.730566139647716,0.29179468324674174,0.3562687254756181
4.060697840353612,3.908519963777355,0.33289318526811407,0.4477720781624217
1.6720978579357175,1.6894640681096293,0.21225160472105042,0.09993976590919898
2.357934847000454,2.4600287142392787,0.24197625583388252,0.223715739903277
2.4955443375464483,2.5131281342470118,0.20824093818881173,0.06839543356389777
2.8195439355418688,2.8132795591119235,0.20652501128510106,0.04776590908704099
2.5622928644564746,2.587920636342965,0.20882437454423328,0.07391652902599377
3.406540180433955,3.294349448872386,0.2952705370202606,0.3644041041326522
3.143014800254095,3.1379354172146545,0.21117477069730242,0.09260665577660035
3.583198773968623,3.5866625205732294,0.206353110171064,0.04501076061650617
3.1931245983544616,3.153767014388452,0.21178333836415278,0.09682222209540009
4.176091259055681,4.110364969620076,0.22747129561703694,0.1733996833992192
4.878521795501206,5.030797505026517,0.26812180423036475,0.297900439691441
